114694,"46.48194444,-114.48861111",1999-08-03,33.4,16,23.2,31.5,16,22.8,11.5,52.96,18.8,,25,,,,,27.7,167.4,1019.3,25.6,16.5,,,0,
124433,"41.61222222,-121.61527778",2000-08-07,33.5,12.5,22.9,31.7,12.5,22.4,9.7,47.25,0,,0,,,,,19.6,222.3,1012.3,11.4,15.9,,,0,
128503,"34.12333333,-109.89666667",2000-07-18,34.1,17.1,26.2,31.5,17.1,25.1,1.4,22.93,0,,0,,,,,20.5,233.2,1013.8,5.4,18.5,,,0,
129195,"37.03388889,-91.35138889",2000-05-14,21.1,3.1,13.3,21.1,2.2,13.1,3.6,56.3,0.3,,4.17,,,,,18.4,157.6,1024.8,10.8,16,,,0,
130421,"39.49777778,-120.65194444",2000-07-16,22.2,15.4,18.4,22.2,15.4,18.4,7,47.93,0,,0,,,,,16.1,177.3,1012.7,25.9,17.3,,,0,
131481,"45.31666667,-116.90361111",2000-08-24,27.1,9.1,17.6,26.4,8.6,17.6,6.9,53.15,0.3,,4.17,,,,,24.1,170,1018.4,19.2,15.9,,,0,
132562,"46.20138889,-113.66805556",2000-07-19,26.8,14.1,22.3,26.4,14.1,22.2,8.9,45.88,0,,0,,,,,12,294,,90,32,,,0,
135057,"31.03055556,-89.01944444",2000-06-07,28.5,15.8,22.4,28.3,15.8,22.3,13.5,59.58,0,,0,,,,,16.9,117.9,1019.5,4,14.7,,,0,
136738,"43.74388889,-121.78138889",2001-08-12,36.7,12.9,24.2,34.3,12.9,23.4,6.3,36.48,0,,0,,,,,29.5,218.5,1014.1,1.3,16,,,0,
139924,"41.76194444,-123.24694444",2001-09-15,29.7,15.3,21.1,28.4,15.3,20.9,11.2,55.55,3.82,,20.83,,,,,17.3,200.7,1014,24.9,15.9,,,0,
143533,"32.87666667,-116.445",2001-11-04,22.4,10.6,16.6,22.4,10.6,16.6,11.7,74.94,4.73,,29.17,,,,,17.4,238.4,1014.2,27.8,7.6,,,0,
145478,"36.05166667,-92.405",2002-02-19,14.9,9.4,12.6,14.9,8.8,12.5,5.3,62.58,11.46,,33.33,,,,,23.5,163.8,1007.8,76.7,13.6,,,0,
146396,"33.50611111,-107.80527778",2002-06-01,38.1,22.1,29.8,35.5,22.1,28.4,3,18.85,0,,0,,,,,27.7,201.8,1004.1,0,16,,,0,
150632,"43.62916667,-103.57083333",2002-06-06,25.3,7.3,16.5,25.3,6,16.3,5.7,51.63,0,,0,,,,,21.1,153.7,1008.2,18.7,16.6,,,0,
153389,"44.49638889,-111.58611111",2002-07-16,28.1,14.1,21.1,27.4,14.1,21.1,12.6,60.31,0,,0,,,,,25.9,155.7,1014.2,7.4,16.5,,,0,
153819,"35.7625,-106.76833333",2002-08-21,28.1,14.1,20.8,26.8,14.1,20.7,7.3,48.03,0,,0,,,,,29.5,214.1,1011.8,16.3,16.5,,,0,
156317,"32.08833333,-109.375",2003-07-15,39.3,22.9,30.9,36.9,22.9,29.4,6.4,23.82,0,,0,,,,,32.4,130,1008.6,0,16,,,0,
158691,"40.75138889,-121.40194444",2003-08-22,25.1,19.4,22,25.1,19.4,22,17.5,76.84,0.5,,4.17,,,,,24.1,164,1012.8,52.1,15.9,,,0,
159889,"35.92583333,-105.83055556",2003-07-26,32.7,18.5,24.8,30.7,18.5,24.4,7.4,33.61,25.32,,12.5,,,,,26.8,134.2,1012.1,15.7,15.9,,,0,
162514,"45.38166667,-113.86666667",2003-07-15,32.1,12.1,22.6,30.4,12.1,22.2,7.5,40.38,0,,0,,,,,13,238.5,,6.3,16,,,0,
164119,"33.71333333,-85.575",2002-04-19,31,15.7,23.4,31,15.7,23.5,16.8,70.23,0,,0,,,,,16,221.5,1018.6,5.3,13.3,,,0,
166640,"44.5875,-115.76361111",2004-07-18,24.1,13.1,18.3,24.1,13.1,18.3,15,82.88,3,,25,,,,,18.4,129.3,1015.8,55,15.8,,,0,
166891,"48.38944444,-115.43944444",2004-06-21,0,0,,0,0,,,,,,0,,,,,,,,,,,,,
167526,"47.11305556,-115.69888889",2004-06-28,21.1,11.1,14.4,21.1,11.1,14.4,7.6,66.34,3.8,,13.04,,,,,22.3,157.6,1014,35.2,15.1,,,0,
168728,"34.41111111,-94.16944444",2004-08-07,28.7,16.6,22.4,28.4,16.6,22.4,15.7,69.11,0,,0,,,,,11.4,85.5,1015.5,4.9,14.5,,,0,
171494,"47.99583333,-120.64944444",2004-07-25,36.2,24.4,29.7,33.5,24.4,28.6,6.4,25.53,0,,0,,,,,44.6,287.1,1011.5,0,16,,,0,
173086,"36.0001,-95.0002",1995-03-19,26.3,10.1,19.2,26.3,10.1,19.2,6.8,46.41,0,,0,,,,,36.5,189.9,1008.6,19.1,17.5,,,0,
176441,"47.9875,-99.0087",1998-05-19,19.1,12.1,16.6,19.1,12.1,16.6,5.4,48.61,0,,0,,,,,35.3,258.9,,45,16,,,0,
176687,"47.9958,-98.8712",1999-10-29,13.1,4.1,7.7,13.1,1.3,5.6,-0.3,57.29,0,,0,,,,,31.3,225.9,,30.4,16,,,0,
179524,"43.3833,-102.3004",1992-10-29,0,0,,0,0,,,,,,0,,,,,,,,,,,,,
179758,"43.1855,-102.7846",1994-07-15,30.1,14.4,22.9,29.3,14.4,22.7,12.2,55.43,2,,6.25,,,,,38.9,221.5,,67.5,46.5,,,0,
181901,"43.1311,-100.6104",1996-10-19,0,0,,0,0,,,,,,0,,,,,,,,,,,,,
184701,"47.8666,-94.9836",1997-06-13,21.1,9.1,16.4,21.1,7,16.3,7.5,58.37,0,,0,,,,,18.4,261.9,,5.6,16,,,0,
187309,"35.8167,-109.034",1998-06-28,35.1,7.9,22,32.8,7.4,21.2,-0.8,23.79,0,,0,,,,,24.1,201.8,1011.6,0,34.1,,,0,
187617,"46.161,-116.926",1996-08-02,25.7,17.2,20.7,25.7,17.2,20.8,5.8,38.81,0,,0,,,,,27.7,218.9,1011.2,19.2,15.9,,,0,
190010,"47.9107,-117.8116",1996-07-21,26.4,9.7,18.2,26.4,8.5,18.1,7.8,54.05,0,,0,,,,,14.8,132.2,1021.2,39.2,13.5,,,0,
191968,"33.95,-116.8675",1992-06-19,33.2,10,22.9,31.3,10,22.5,8,42.23,0,,0,,,,,18.1,283.8,1008.8,0.5,19.2,,,0,
191991,"33.15,-116.6342",1992-10-02,29.3,18.1,23.1,28.5,18.1,22.9,12,51.13,0,,0,,,,,19.2,237.9,1009.3,33.7,24.8,,,0,
194277,"47.9,-108.9174",1994-08-16,0,0,,0,0,,,,,,0,,,,,,,,,,,,,
204003,"33.0767,-111.7474",1993-06-27,44,24,35.3,44,24,33.6,1.8,12.71,0,,0,,,,,17.6,243.8,1002.6,1.3,21.1,,,0,
208575,"33.3353,-110.4518",1998-05-24,0,0,,0,0,,,,,,0,,,,,,,,,,,,,
214638,"35.214775,-119.473278",1998-08-30,38.9,25.1,32,41.5,25.1,32.8,16.7,40.72,0,,0,,,,,20.5,198,1009.3,0,15.9,,,0,
215363,"38.446161,-120.660281",1999-08-22,37.7,16.9,27.6,37.2,16.9,27.2,13.1,44.61,0,,0,,,,,13.1,190.8,1007.8,11.5,22.9,,,0,
216118,"34.6,-116.5675",1994-07-01,42.2,28.3,35,40,27.3,33.3,9.1,21.64,0,,0,,,,,30.3,274.3,1007.8,67.8,33.1,,,0,
217458,"33.664269,-115.843261",1999-04-15,33.7,11.8,24.8,31.2,11.8,23.8,-2.5,17.39,0,,0,,,,,24.7,292.2,1014.9,2.2,23.6,,,0,
223007,"37.3,-108.5006",1996-08-27,27.9,14.1,21.1,26.9,14.1,20.8,5.5,38.29,0,,0,,,,,25.5,159.5,1013.1,42,16.1,,,0,
224099,"43.27321,-116.1061",1997-06-06,24.3,11.4,17.7,24.3,11.4,17.7,6.3,51.21,0,,0,,,,,20.8,307,1010.3,45.7,27.5,,,0,
225773,"47.6167,-108.8507",1992-06-11,31.7,12.2,22.9,29.5,12.2,22.3,6,37.19,0,,0,,,,,25.9,205,1011.1,88.3,60,,,0,
228146,"39.4166,-115.4842",1992-08-29,24.3,12.5,18.6,24.3,12.5,18.6,-4.1,21.58,0,,0,,,,,23.8,200.5,1013.8,16.8,50.3,,,0,
228290,"39.8999,-115.6175",1996-05-03,20.1,-0.6,11.4,20.1,-3.8,11.1,-11.1,23.27,0,,0,,,,,33.1,265.8,,0,,,,0,
228409,"37.3166,-114.3842",1996-07-10,0,0,,0,0,,,,,,0,,,,,,,,,,,,,
228564,"38.1666,-114.6675",1996-09-06,0,0,,0,0,,,,,,0,,,,,,,,,,,,,
228879,"39.7899,-115.5195",1998-08-30,32.2,12.2,21.2,30.1,12.2,20.7,5.6,40.36,0.3,,5,,,,,35.3,190.6,1013.8,26,16,,,0,
228884,"37.9883,-114.6592",1998-09-04,27.2,18.9,22,26.1,18.9,21.7,-1.5,21.16,3,,75,,,,,5.4,,,0,22,,,0,
232430,"42.1999,-122.1678",1994-09-18,32,8.4,20.1,29.8,8.4,19.7,4.1,39.49,0,,0,,,,,25.8,203,1018.7,21.3,34.1,,,0,
233425,"44.0165,-121.0345",1993-07-16,18.9,7.2,11.9,18.9,5.8,11.7,5.6,66.46,4,,8.33,,,,,35.3,177.6,1018.4,76.3,15.8,,,0,
237488,"40.5583,-109.6435",1998-07-27,29.1,16.1,22.9,28.6,16.1,22.9,12.9,54.43,0,,0,,,,,33.5,173.3,1016.9,2.1,16,,,0,
239645,"37.16531,-108.48216",1998-10-16,9.1,1.3,5,6.2,-1.9,3,-1.3,68.01,10.54,,25,,,,,21.8,183.3,1006.1,70.6,14.7,,,0,
240713,"37.30176,-112.92291",1994-07-18,33.3,19.7,26.1,31,19.7,25.5,5.2,28.84,0,,0,,,,,41.9,188.7,1012.4,59.6,45.9,,,0,
242413,"40.584779,-73.884935",1993-02-18,0.6,-5.8,-2.1,-3.1,-14.1,-7,-12,48.34,0,,0,,,,,32.4,208.8,1017.2,59.2,28.1,,,0,
250055,"36.4692,-96.3017",2009-01-25,0.2,-4.5,-2.5,-4.2,-9.4,-7.3,-13.1,43.92,0,,0,,,,,18.2,28.5,1025.4,98.8,16,,,0,
251199,"34.573,-95.128",2009-03-04,22.8,6.2,14.1,22.8,3.7,13.1,5.4,56.64,0,,0,,,,,26.9,153.8,1017.1,34.3,16,,,0,
251521,"26.3337,-80.9831",2000-01-14,21.1,10.1,16.2,21.1,10.1,16.3,9,65.16,0,,0,,,,,44.3,117.4,1027.9,1.3,14.9,,,0,
257036,"46.0961,-100.6385",2006-07-04,28.1,14.6,21.3,27,14.6,21.2,8.2,45.32,0,,0,,,,,17.4,,1022.1,15.3,15.9,,,0,
259494,"48.8719,-99.8536",2009-11-30,5.4,-3.9,0.9,0.9,-8.2,-2.6,-3.6,72.37,0,,0,,,,,29.5,260.4,1008.9,0,,,,0,
260044,"44.2086,-99.791",2002-06-05,25.4,7.8,16.8,25.4,7.1,16.7,6.1,53.42,0,,0,,,,,19.9,227.3,1016.3,3.1,15.9,,,0,
260901,"45.3536,-101.2215",2002-08-05,28.6,17.5,22,29.3,17.5,22.2,16.2,70.6,0,,0,,,,,38.9,108.9,1019.3,35.2,16,,,0,
262971,"43.2528,-102.4593",2002-02-04,7.1,-14.1,-3.4,3.4,-18.1,-7.2,-11.7,57.7,0,,0,,,,,26.5,254.4,1026.8,2.6,15.9,,,0,
263233,"43.0336,-102.5532",2002-07-12,34.1,13,23.3,31.9,13,22.6,10.2,52.72,0,,0,,,,,24,132.4,1016.4,0,16,,,0,
268018,"43.2544,-100.8375",2006-08-15,31.7,17.9,24.2,30.2,17.9,23.9,11.5,47.18,0,,0,,,,,38.5,,1014.6,0,16,,,0,
269074,"46.1811,-93.753",2000-04-26,22.6,3.3,14.1,22.6,3.3,14.1,0.9,46.44,0,,0,,,,,15.9,205,1017.8,24,16,,,0,
269323,"47.2811,-95.6445",2000-05-06,23.9,14.5,20.7,23.9,14.5,20.7,12.6,60.77,0,,0,,,,,31.3,244.1,1005.1,28.9,15.7,,,0,
270819,"47.8661,-94.9925",2001-04-27,16.1,0.1,9.2,16.1,-1.4,9,-2.1,49.58,0,,0,,,,,18.4,110.6,,12.7,16,,,0,
280748,"47.9157,-117.9952",2007-09-21,20,2.7,10.7,20,1.1,10.1,2.9,65.8,0,,0,,,,,18.3,,1015.3,24.5,11.6,,,0,
281934,"41.0832,-123.6845",2002-04-03,10.9,9.1,9.8,10.9,6.8,9.3,8.8,93.79,0,,0,,,,,15.2,228.9,1015.7,82.7,13.1,,,0,
281945,"41.0832,-123.6678",2002-05-17,12.1,6.1,9.5,12.1,5.1,9.2,7.9,90.27,0,,0,,,,,33.5,293.5,1019,38.9,16,,,0,
291649,"37.0172,-107.8001",2002-07-23,28.4,12.4,20.3,27.4,12.4,20.1,10.9,60.27,0.3,,4.17,,,,,34.2,146.9,1020.6,29,15.8,,,0,
291991,"37.0578,-108.0947",2007-06-21,31.6,14.8,23.8,29.4,14.8,23.1,0.4,22.89,0,,0,,,,,20.7,,1014,0,16,,,0,
293763,"35.045,-107.4967",2006-02-13,12.9,-11.5,-0.3,12.9,-17.7,-3.4,-19.9,23.79,0,,0,,,,61.2,44.9,,1025,2.4,15.9,,,0,
293781,"34.9864,-107.1931",2006-06-15,33.3,18.6,26.5,30.9,18.6,25.6,-5.9,12.4,0,,0,,,,68.4,48.3,,1002.7,27.8,15.9,,,0,
294364,"36.4706,-105.4745",2002-05-13,21.1,0.1,11.1,21.1,-1.7,10.4,-5.3,34.6,0,,0,,,,,29.5,234.4,,0,16,,,0,
295593,"35.1531,-108.8373",2002-04-20,11.8,0.8,7.3,11.8,-0.8,5.1,-12.6,25.05,0,,0,,,,,48.1,224.6,1006.9,8,16,,,0,
296704,"33.8867,-109.8507",2000-08-01,29.1,18.1,23.6,27.4,18.1,22.8,2.6,32.15,0,,0,,,,,27.7,175,,45,48,,,0,
297902,"34.1084,-109.9229",2005-06-29,32.3,11.3,22.9,30.1,11.3,22.2,-4.1,20.42,0,,0,,,,,33.5,204.3,1008.7,0,16,,,0,
297991,"34.0181,-110.4759",2006-01-19,7.1,-4.9,2.1,1.5,-8.4,-3.2,-6.8,53.96,0,,0,,,,,59.4,,,18.3,16,,,0,
298030,"33.8584,-109.5065",2006-05-17,27.5,9.6,19.6,26.6,8.8,19.5,0.2,31.92,0.29,,4.17,,,,,16,,1012.4,12,15.7,,,0,
300960,"33.1023,-110.1023",2001-05-26,38.1,17.1,28.7,35,17.1,27.3,-1.9,15.08,0,,0,,,,,29.5,252.5,1007.7,0,16,,,0,
302234,"33.3517,-110.4851",2004-06-22,0,0,,0,0,,,,,,0,,,,,,,,,,,,,
306241,"63.7733,-149.5117",2007-07-05,19.1,7.1,12.6,19.1,6.3,12.6,9.6,82.8,0.6,,8.33,,,,,9.4,,,66.7,16,,,0,
314972,"34.621789,-118.214119",2002-07-03,35.1,20.3,28,33.1,20.3,27.1,7.8,29.13,0,,0,,,,,43.8,245.8,1011.3,2.2,15.9,,,0,
315521,"35.9711,-117.9223",2004-05-07,32.1,23.1,28.6,32.1,23.1,28.6,,,0,,0,,,,,37.1,270,,12.5,32,,,0,
316399,"35.3642,-117.6158",2006-05-25,33.6,10.7,23,31.1,10.7,22.3,5.1,36.11,0,,0,,,,55.4,34.4,,1008.6,1.9,51.5,,,0,
317393,"35.552095,-117.704891",2007-07-29,41.5,22.9,33.1,38.3,22.9,31.1,0.8,13.59,0,,0,,,,50,28.2,,1006,6.9,18.5,,,0,
320865,"40.589786,-122.467064",2007-03-13,26.3,12.2,18.1,26.3,12.2,18.1,8.6,56.83,0,,0,,,,,9.7,,1016.1,0,16,,,0,
321918,"38.7764,-106.0653",2007-09-03,22.9,5.5,12.2,22.9,5.5,12.1,2.9,58.05,3.52,,12.5,,,,,19.3,,1019.4,55.1,15.8,,,0,
322629,"40.2211,-107.4242",2001-08-28,29.6,9.1,19,27.8,7.2,18.4,1.9,35.76,0,,0,,,,,21.4,128,1012.1,2.1,15.9,,,0,
323062,"40.6761,-108.6201",2003-07-27,34.1,18.1,27.6,32.2,18.1,26.8,10.8,38.93,0,,0,,,,,16.6,186.1,1016.1,4.6,16,,,0,
325585,"39.3669,-108.3933",2006-06-30,34.6,16.9,26.7,32.1,16.9,25.6,2.6,22.36,0,,0,,,,,26.5,,1012.4,4.8,16,,,0,
326593,"38.4569,-106.757",2003-07-09,28.1,6.1,18,26.6,4.5,17.5,-4.8,24.7,0,,0,,,,,29.5,148.8,,0,16,,,0,
329778,"45.0686,-113.9389",2008-11-13,12,1.7,7.8,12,-2.6,6.1,-1.3,55.84,0.98,,8.33,,,,53.6,38.3,227.2,1012.1,54.4,15.8,,,0,
330007,"43.015,-114.8361",2006-06-06,32.2,12.7,22.6,30.4,12.7,22.1,7.3,39.91,0,,0,,,,,19.9,,1010.2,3.3,19.5,,,0,
330233,"42.9413,-114.5709",2000-07-03,22.9,12.7,18.5,22.9,12.7,18.5,6,45.15,0,,0,,,,,30.9,251,1007.2,4.9,17.6,,,0,
333475,"40.9992,-115.7189",2002-07-13,39.4,17.9,30.1,38.9,17.9,29.1,7.9,26.02,0,,0,,,,,35.3,199.1,1009.5,1.7,13.4,,,0,
333688,"40.8961,-116.8572",2004-06-27,32.9,15.7,21.5,30.5,15.7,21.2,6.3,39.85,0.5,,4.17,,,,,29.5,90.7,1011.5,12,20.3,,,0,
334097,"41.2958,-114.1875",2007-05-31,29.1,12.1,21.2,27.4,12.1,20.8,-3.8,19.82,0,,0,,,,,22.3,,,0,16,,,0,
334953,"38.2483,-114.7903",2002-06-01,31.1,17.1,24.9,29,17.1,24.3,0.6,21.91,0.3,,4.35,,,,,27.7,178.1,1004.4,0,,,,0,
